chr	start	stop	name	-1xlog10(p-value)	xSqrd	-1xlog10(Right-Tail Probability)	-1xlog10(AdjustedP-value)
chr1	26360386	26360612	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak39	34	1464.444	0	33.894
chr1	26412182	26412481	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak40	47	1353.92	288.639	46.646
chr1	26412765	26413032	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak41	39	1142.082	245.243	38.811
chr1	26959202	26959550	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak42	45	1100.636	236.259	44.684
chr1	26959772	26959983	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak43	36	1261.817	268.7	35.859
chr1	28811111	28811577	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak44	37	746.038	159.427	36.846
chr1	29477402	29477623	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak45	48	221.048	48	47.619
chr1	33733161	33733368	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak46	48	221.048	48	47.621
chr1	34175911	34176271	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak47	71	856.562	183.367	70.041
chr1	34178396	34178618	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak48	41	188.812	41	40.763
chr1	34179480	34179737	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak49	31	142.76	31	30.932
chr1	34782069	34782313	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak50	49	1192.739	253.749	48.598
chr1	35572640	35572904	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak51	34	667.75	142.475	33.895
chr1	35701995	35702273	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak52	48	414.465	87.681	47.621
chr1	36736433	36736662	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak53	17	184.207	38.031	17
chr1	36771505	36771790	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak54	36	534.2	113.572	35.86
chr1	37031411	37031982	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak55	35	529.595	110.452	34.877
chr1	37316378	37316688	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak56	41	188.812	41	40.764
chr1	37393479	37393815	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak57	53	244.074	53	52.516
chr1	37631090	37631297	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak58	43	396.045	83.701	42.73
chr1	37632400	37632907	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak59	42	1220.37	262.214	41.75
chr1	37764999	37765441	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak60	58	967.086	204.93	57.391
chr1	37765885	37766176	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak61	40	746.038	159.427	39.788
chr1	38043277	38043741	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak62	39	1921.766	0	38.815
chr1	38044182	38044558	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak63	75	2207.287	0	73.921
chr1	38054033	38054298	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak64	41	188.812	41	40.764
chr1	38134743	38135071	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak65	30	529.595	112.575	29.945
chr1	38419925	38420132	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak66	29	133.55	29	28.96
chr1	38475023	38475368	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak67	25	115.129	25	24.985
chr1	38478049	38478256	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak68	43	198.022	43	42.73
chr1	38635609	38636256	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak69	35	161.181	35	34.877
chr1	38781775	38782427	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak70	47	216.443	47	46.65
chr1	38783037	38783275	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak71	24	110.524	24	23.989
chr1	38783329	38783568	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak72	48	221.048	48	47.623
chr1	38784450	38784726	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak73	26	598.672	125.346	25.977
chr1	38793045	38793287	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak74	54	248.679	54	53.489
chr1	38805058	38805302	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak75	48	851.956	182.37	47.623
chr1	38805937	38806189	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak76	54	446.702	94.649	53.489
chr1	38816015	38816259	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak77	54	552.62	117.557	53.49
chr1	44414038	44414284	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak78	38	423.676	89.672	37.835
chr1	46490504	46490729	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak79	39	1284.842	276.192	38.815
chr1	46491718	46491925	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak80	31	1422.998	303.595	30.933
chr1	46491986	46492335	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak81	68	1593.389	0	67.123
chr1	46544904	46545482	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak82	42	930.244	199.332	41.751
chr1	47399645	47399863	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak83	50	230.259	50	49.578
chr1	47441922	47442235	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak84	39	1234.186	265.209	38.816
chr1	47442799	47443067	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak85	42	1574.968	0	41.751
chr1	47443144	47443596	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak86	90	2003.249	0	88.512
chr1	47444040	47444659	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak87	77	1966.408	0	75.862
chr1	47444993	47445454	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak88	59	1777.596	0	58.37
chr1	47446034	47446486	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak89	42	1648.651	0	41.751
chr1	47446897	47447291	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak90	41	1597.994	0	40.765
chr1	47449574	47449801	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak91	26	782.879	165.113	25.977
chr1	47515452	47515736	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak92	48	221.048	48	47.624
chr1	47707431	47707648	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak93	30	391.439	82.706	29.947
chr1	47714059	47714279	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak94	31	317.757	66.796	30.933
chr1	48803049	48803336	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak95	36	165.786	36	35.862
chr1	49218166	49218373	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak96	40	184.207	40	39.791
chr1	50413974	50414192	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak97	57	423.676	89.672	56.425
chr1	50415489	50415773	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak98	43	1386.156	295.618	42.732
chr1	50417581	50417793	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak99	74	1303.263	280.185	72.952
chr1	50420807	50421033	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak100	41	1874.304	0	40.766
chr1	50421472	50421789	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak101	67	1994.039	0	66.159
chr1	50422512	50422778	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak102	55	1938.777	0	54.467
chr1	50424842	50425571	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak103	118	2486.792	0	115.751
chr1	50425996	50426529	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak104	60	1865.094	0	59.352
chr1	50426760	50427009	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak105	35	1570.363	0	34.879
chr1	50427609	50427820	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak106	30	1630.23	0	29.948
chr1	50428158	50428694	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak107	78	1782.201	0	76.841
chr1	51889225	51889432	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak108	44	202.627	44	43.709
chr1	51991110	51991503	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak109	40	1192.739	256.224	39.792
chr1	53449919	53450126	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak110	37	405.255	85.691	36.849
chr1	57420118	57420383	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak111	48	221.048	48	47.627
chr1	58573939	58574319	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak112	40	432.886	91.663	39.794
chr1	58575897	58576104	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak113	29	1100.636	236.259	28.961
chr1	60073728	60074128	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak114	40	1040.768	220.867	39.794
chr1	63074701	63074969	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak115	35	672.355	141.245	34.881
chr1	63316205	63316434	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak116	41	1648.651	0	40.768
chr1	63318332	63319055	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak117	77	2169.035	0	75.867
chr1	63319429	63319918	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak118	80	2182.851	0	78.78
chr1	63321286	63321524	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak119	52	2187.456	0	51.54
chr1	63324080	63324529	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak120	68	2178.245	0	67.13
chr1	63326409	63326636	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak121	43	1966.408	0	42.735
chr1	63326896	63327376	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak122	67	2408.504	0	66.162
chr1	63327495	63327998	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak123	54	2348.637	0	53.495
chr1	63328284	63328523	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak124	38	1621.02	0	37.837
chr1	63329599	63330094	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak125	58	1648.651	0	57.398
chr1	63331050	63331276	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak126	65	815.115	174.389	64.208
chr1	63335476	63335692	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak127	51	469.727	99.627	50.56
chr1	68350029	68350236	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak128	33	151.971	33	32.916
chr1	75126838	75127093	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak129	21	948.665	200.947	20.998
chr1	75127240	75127593	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak130	82	939.455	201.327	80.734
chr1	75128004	75128271	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak131	30	1607.204	0	29.951
chr1	75128854	75129061	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak132	25	1335.499	284.651	24.986
chr1	75130320	75130650	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak133	35	1298.658	276.675	34.882
chr1	75130903	75131202	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak134	51	1492.075	0	50.561
chr1	75131437	75131914	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak135	68	1630.23	0	67.132
chr1	75133089	75133376	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak136	21	1252.606	266.706	20.998
chr1	75134295	75134677	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak137	56	1427.603	304.593	55.449
chr1	75134808	75135015	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak138	54	1418.392	302.598	53.496
chr1	75137090	75137364	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak139	89	1584.179	0	87.545
chr1	78492513	78492720	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak140	31	142.76	31	30.935
chr1	85046101	85046308	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak141	36	165.786	36	35.865
chr1	85047122	85047403	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak142	53	437.491	92.658	52.521
chr1	86155126	86155336	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak143	35	1169.713	248.765	34.882
chr1	90558312	90558543	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak144	35	161.181	35	34.883
chr1	90702333	90702645	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak145	33	303.941	63.815	32.917
chr1	90704813	90705106	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak146	47	1114.451	236.807	46.656
chr1	90705879	90706407	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak147	59	755.248	161.422	58.376
chr1	90709916	90710182	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak148	57	1234.186	265.209	56.431
chr1	90710410	90710619	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak149	34	1330.894	283.653	33.903
chr1	90710983	90711350	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak150	63	1464.444	0	62.274
chr1	90712035	90712310	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak151	101	1621.02	0	99.255
chr1	90712589	90712855	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak152	65	1409.182	300.604	64.212
chr1	90713024	90713327	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak153	75	1561.153	0	73.931
chr1	90714262	90714725	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak154	72	1593.389	0	71.021
chr1	90716444	90716807	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak155	54	2132.194	0	53.497
chr1	90716872	90717187	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak156	53	2127.589	0	52.522
chr1	90717392	90717742	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak157	43	2155.22	0	42.739
chr1	90718697	90719023	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak158	48	1920.356	0	47.631
chr1	90719929	90720244	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak159	55	1929.566	0	54.472
chr1	90720284	90720565	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak160	40	1809.832	0	39.798
chr1	90722473	90722703	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak161	34	1740.754	0	33.903
chr1	90722769	90723225	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak162	48	1805.227	0	47.631
chr1	90723533	90723775	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak163	62	2017.065	0	61.299
chr1	90723915	90724124	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak164	34	1888.12	0	33.903
chr1	90724343	90724721	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak165	43	1943.382	0	42.739
chr1	90724858	90725106	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak166	63	1961.802	0	62.275
chr1	90725227	90725486	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak167	77	1920.356	0	75.87
chr1	90725993	90726388	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak168	40	1943.382	0	39.798
chr1	90726595	90726974	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak169	63	2081.537	0	62.275
chr1	90727420	90727630	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak170	41	1980.223	0	40.77
chr1	90729532	90730334	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak171	109	2210.482	0	107.043
chr1	90730558	90730858	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak172	39	1888.12	0	38.821
chr1	90731649	90731992	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak173	45	1561.153	0	44.691
chr1	90740385	90740592	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF552NGA_narrow_peaks.bed_narrowPeak174	18	82.893	18	18
