chr	start	stop	name	-1xlog10(p-value)	xSqrd	-1xlog10(Right-Tail Probability)	-1xlog10(AdjustedP-value)
chr1	2020422	2020619	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak23	38	902.613	193.345	37.884
chr1	2418900	2419103	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak24	33	492.753	104.607	32.938
chr1	2430131	2430333	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak25	55	253.284	55	54.625
chr1	2450952	2451168	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak26	57	262.495	57	56.578
chr1	2453248	2453449	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak27	21	294.731	61.829	20.999
chr1	2463716	2463934	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak28	38	478.938	101.619	37.884
chr1	2627877	2628552	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak29	113	1330.894	286.176	111.499
chr1	2629414	2629617	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak30	32	957.875	205.319	31.947
chr1	2787334	2787612	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak31	39	179.602	39	38.87
chr1	2789404	2789635	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak32	46	612.488	130.513	45.773
chr1	2790142	2790606	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak33	41	686.17	146.463	40.846
chr1	2791430	2791630	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak34	42	534.2	113.572	41.836
chr1	2856028	2856244	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak35	31	142.76	31	30.959
chr1	3611897	3612102	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak36	38	174.996	38	37.885
chr1	3650672	3651952	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak37	90	1717.728	0	88.981
chr1	3652102	3652334	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak38	64	1597.994	0	63.455
chr1	3652389	3652586	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak39	32	1450.629	0	31.947
chr1	3652913	3653122	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak40	32	1450.629	0	31.947
chr1	3911074	3911433	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak41	52	580.251	123.536	51.668
chr1	4032651	4032848	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak42	37	170.391	37	36.901
chr1	4166970	4167167	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak43	29	133.55	29	28.973
chr1	4275225	4275830	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak44	44	202.627	44	43.797
chr1	4582213	4582410	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak45	47	216.443	47	46.759
chr1	4601619	4601816	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak46	38	174.996	38	37.885
chr1	4622438	4622685	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak47	34	156.576	34	33.929
chr1	4656735	4656948	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak48	28	529.595	112.575	27.977
chr1	4658593	4658805	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak49	50	598.672	127.522	49.705
chr1	4663417	4663616	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak50	32	147.365	32	31.948
chr1	4680343	4680612	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak51	55	253.284	55	54.625
chr1	4695412	4695686	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak52	50	230.259	50	49.705
chr1	4755759	4755956	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak53	24	110.524	24	23.994
chr1	5327555	5327756	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak54	26	119.734	26	25.988
chr1	5454284	5454607	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak55	30	138.155	30	29.966
chr1	5470748	5470945	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak56	36	165.786	36	35.914
chr1	5831189	5831528	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak57	48	474.333	100.623	47.744
chr1	6176326	6176536	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak58	40	184.207	40	39.857
chr1	6178217	6178507	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak59	29	833.536	178.379	28.973
chr1	6179030	6179336	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak60	56	957.875	205.319	55.593
chr1	6242135	6242339	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak61	39	1008.532	216.296	38.87
chr1	6242978	6243301	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak62	50	1059.189	227.275	49.706
chr1	6244027	6244249	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak63	40	1013.137	217.295	39.857
chr1	6244607	6244806	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak64	46	635.513	135.497	45.773
chr1	6245555	6245787	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak65	46	1579.573	0	45.773
chr1	6250044	6250409	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak66	77	524.989	111.579	76.211
chr1	6250774	6251025	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak67	53	244.074	53	52.654
chr1	6418277	6418654	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak68	80	1446.023	0	79.167
chr1	6419079	6419294	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak69	30	1215.765	261.215	29.966
chr1	6420143	6420387	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak70	60	1353.92	291.169	59.535
chr1	6424864	6425718	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak71	63	1367.736	294.164	62.471
chr1	6447017	6447233	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak72	32	612.488	130.513	31.948
chr1	7887124	7887321	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak73	44	202.627	44	43.798
chr1	10889081	10889340	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak74	44	732.222	156.435	43.798
chr1	10889570	10890120	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak75	50	455.912	96.64	49.707
chr1	11418503	11418717	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak76	25	115.129	25	24.991
chr1	11480028	11480242	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak77	37	653.934	139.484	36.902
chr1	11490997	11491228	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak78	37	170.391	37	36.902
chr1	11500996	11501193	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak79	32	455.912	96.64	31.948
chr1	11501237	11501833	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak80	75	653.934	139.484	74.276
chr1	11692006	11692233	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak81	56	1142.082	245.243	55.594
chr1	11692379	11692616	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak82	40	1068.399	229.271	39.858
chr1	11700885	11701184	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak83	35	442.096	93.654	34.923
chr1	11898797	11899048	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak84	65	967.086	207.315	64.436
chr1	12061509	12061712	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak85	43	198.022	43	42.828
chr1	12063164	12063397	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak86	35	1123.662	241.25	34.923
chr1	12063538	12064168	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak87	53	1206.555	259.219	52.655
chr1	12684325	12684522	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak88	33	151.971	33	32.939
chr1	12735570	12735788	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak89	44	202.627	44	43.798
chr1	13892725	13893059	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak90	26	423.676	89.672	25.988
chr1	13930841	13931083	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak91	50	230.259	50	49.707
chr1	13966405	13966604	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak92	38	174.996	38	37.886
chr1	14097286	14097483	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak93	45	207.233	45	44.786
chr1	14598047	14598253	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak94	34	1082.215	232.266	33.93
chr1	17117475	17117690	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak95	35	626.303	133.503	34.923
chr1	17117919	17118412	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak96	50	695.381	148.458	49.707
chr1	17118627	17118947	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak97	39	649.329	138.487	38.871
chr1	17149783	17150104	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak98	76	603.277	128.519	75.252
chr1	17152570	17152852	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak99	51	234.864	51	50.686
chr1	18007904	18008139	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak100	38	174.996	38	37.886
chr1	18108281	18108606	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak101	79	1137.477	244.244	78.188
chr1	18108642	18108928	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak102	49	999.322	214.3	48.735
chr1	18110744	18110941	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak103	34	930.244	199.332	33.93
chr1	18238231	18238442	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak104	56	257.89	56	55.595
chr1	18286325	18286524	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak105	40	184.207	40	39.858
chr1	18364911	18365142	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak106	29	133.55	29	28.973
chr1	18406840	18407078	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak107	50	230.259	50	49.707
chr1	18422828	18423025	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak108	31	142.76	31	30.96
chr1	18489727	18489932	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak109	40	184.207	40	39.858
chr1	18614007	18614209	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak110	45	207.233	45	44.786
chr1	18624582	18624847	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak111	39	179.602	39	38.871
chr1	18625386	18625628	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak112	34	524.989	111.579	33.93
chr1	18628581	18629062	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak113	51	419.07	88.677	50.686
chr1	18629992	18630211	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak114	47	930.244	199.332	46.76
chr1	18631603	18631843	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak115	56	971.691	208.313	55.595
chr1	18633196	18634007	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak116	97	1261.817	268.7	95.843
chr1	18634234	18634518	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak117	49	925.639	198.334	48.735
chr1	18636316	18636649	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak118	48	921.034	197.336	47.745
chr1	18637696	18637945	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak119	38	1353.92	291.169	37.886
chr1	18639414	18639791	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak120	137	1809.832	0	134.966
chr1	18640153	18640503	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak121	61	1459.839	0	60.524
chr1	18641419	18641880	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak122	50	1409.182	303.151	49.707
chr1	18642271	18642612	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak123	50	1151.293	247.239	49.708
chr1	18643088	18643303	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak124	36	1330.894	283.653	35.914
chr1	18643545	18643891	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak125	35	1082.215	232.266	34.923
chr1	18644029	18644373	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak126	69	1353.92	288.639	68.373
chr1	18644680	18645947	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak127	85	1312.474	282.182	84.059
chr1	18646159	18646571	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak128	78	1280.237	275.193	77.2
chr1	18647649	18648140	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak129	77	1275.632	274.195	76.214
chr1	18649906	18650144	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak130	39	432.886	91.663	38.871
chr1	18650455	18650896	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak131	29	511.174	106.483	28.973
chr1	18652849	18653048	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak132	28	349.993	73.754	27.978
chr1	18690367	18690626	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak133	36	363.808	76.738	35.914
chr1	18692656	18692912	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak134	55	253.284	55	54.626
chr1	18716047	18716256	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak135	47	524.989	111.579	46.76
chr1	18733243	18733465	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak136	39	179.602	39	38.871
chr1	18739500	18739697	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak137	46	211.838	46	45.774
chr1	18740163	18740414	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak138	52	492.753	104.607	51.669
chr1	18778306	18778526	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak139	36	165.786	36	35.914
chr1	18784051	18784248	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak140	32	147.365	32	31.948
chr1	18793205	18793418	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak141	28	128.945	28	27.978
chr1	18819383	18819580	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak142	26	400.65	84.696	25.988
chr1	19029540	19029737	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak143	36	165.786	36	35.914
chr1	19059530	19059727	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak144	34	156.576	34	33.931
chr1	19664230	19664471	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak145	44	1197.344	254.745	43.8
chr1	19664518	19664862	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak146	65	1294.053	275.678	64.437
chr1	19666304	19666515	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak147	62	1482.865	0	61.512
chr1	20366409	20366633	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak148	49	621.698	132.506	48.735
chr1	20387337	20387735	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak149	39	179.602	39	38.872
chr1	20484630	20485125	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak150	44	548.015	116.561	43.8
chr1	20589545	20589766	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak151	35	529.595	112.575	34.923
chr1	20730814	20731379	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak152	37	442.096	93.654	36.902
chr1	22208372	22208695	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak153	35	594.067	126.526	34.923
chr1	22208800	22209187	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak154	56	690.776	147.46	55.596
chr1	22211073	22211298	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak155	32	147.365	32	31.949
chr1	22212788	22213243	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak156	44	746.038	157.155	43.8
chr1	22350237	22350564	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak157	52	704.591	150.452	51.67
chr1	22351679	22352051	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak158	40	465.122	98.632	39.859
chr1	22352084	22352335	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak159	44	423.676	89.672	43.8
chr1	22358877	22359173	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak160	42	193.417	42	41.837
chr1	22359459	22359693	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak161	31	142.76	31	30.96
chr1	22555780	22556023	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak162	38	174.996	38	37.887
chr1	22562314	22562560	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak163	44	202.627	44	43.8
chr1	22593543	22593792	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak164	51	515.779	109.587	50.687
chr1	22618492	22618769	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak165	42	391.439	82.706	41.837
chr1	22619024	22619247	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak166	32	147.365	32	31.949
chr1	22712331	22712560	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak167	28	128.945	28	27.978
chr1	22953122	22953335	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak168	39	676.96	144.469	38.872
chr1	23216083	23216285	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak169	50	930.244	199.332	49.708
chr1	23216674	23217141	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak170	66	1003.927	215.298	65.424
chr1	23902875	23903072	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak171	37	423.676	89.672	36.903
chr1	24925278	24925510	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF228ZGV_narrow_peaks.bed_narrowPeak172	27	723.012	154.441	26.983
