chr	start	stop	name	-1xlog10(p-value)	xSqrd	-1xlog10(Right-Tail Probability)	-1xlog10(AdjustedP-value)
chr1	1205978	1208361	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak52	105	870.377	186.36	104.223
chr1	1237428	1237770	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak53	61	280.915	61	60.584
chr1	1237855	1238132	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak54	30	138.155	30	29.966
chr1	1238323	1238648	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak55	46	211.838	46	45.785
chr1	1239248	1239723	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak56	67	474.333	100.623	66.518
chr1	1239804	1240421	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak57	32	147.365	32	31.933
chr1	1243600	1244027	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak58	43	198.022	43	42.806
chr1	1245501	1246762	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak59	140	741.432	158.43	138.99
chr1	1246965	1247436	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak60	75	345.388	75	74.454
chr1	1286389	1286703	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak61	43	198.022	43	42.806
chr1	1286810	1287087	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak62	38	174.996	38	37.87
chr1	1353094	1353556	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak63	85	391.439	85	84.378
chr1	1353803	1355826	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak64	168	948.665	203.323	166.802
chr1	1356202	1356540	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak65	49	225.653	49	48.73
chr1	1356724	1357151	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak66	47	216.443	47	46.777
chr1	1358050	1358900	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak67	55	253.284	55	54.657
chr1	1434716	1435000	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak68	30	138.155	30	29.966
chr1	1589644	1590021	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak69	49	225.653	49	48.73
chr1	1597994	1598401	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak70	74	340.783	74	73.46
chr1	1599170	1599703	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak71	54	248.679	54	53.694
chr1	1600317	1601233	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak72	74	566.436	120.546	73.46
chr1	1630282	1632086	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak73	104	478.938	104	103.233
chr1	1965628	1966324	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak74	61	280.915	61	60.585
chr1	1974785	1975156	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak75	31	142.76	31	30.961
chr1	1988304	1988586	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak76	49	225.653	49	48.731
chr1	2001624	2002147	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak77	85	391.439	85	84.378
chr1	2002390	2002678	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak78	90	414.465	90	89.335
chr1	2003152	2004234	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak79	130	1086.82	233.264	129.049
chr1	2013493	2013770	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak80	32	147.365	32	31.934
chr1	2017610	2017888	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak81	27	124.34	27	26.976
chr1	2018172	2018479	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak82	23	105.919	23	22.995
chr1	2018519	2019185	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak83	80	368.414	80	79.405
chr1	2019534	2021071	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak84	158	902.613	193.345	156.877
chr1	2021107	2021415	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak85	67	308.546	67	66.52
chr1	2021450	2022740	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak86	115	529.595	115	114.141
chr1	2022774	2023180	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak87	37	170.391	37	36.903
chr1	2023325	2023664	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak88	38	174.996	38	37.871
chr1	2044516	2044838	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak89	49	225.653	49	48.731
chr1	2047117	2047604	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak90	53	244.074	53	52.703
chr1	2048137	2048576	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak91	61	280.915	61	60.585
chr1	2049539	2050274	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak92	98	451.307	98	97.274
chr1	2050891	2051381	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak93	34	156.576	34	33.925
chr1	2415734	2416146	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak94	47	216.443	47	46.777
chr1	2416582	2416993	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak95	47	216.443	47	46.778
chr1	2417028	2417954	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak96	49	225.653	49	48.731
chr1	2418690	2419376	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak97	74	492.753	104.607	73.461
chr1	2419889	2420311	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak98	67	308.546	67	66.52
chr1	2426769	2427131	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak99	43	198.022	43	42.808
chr1	2430605	2430951	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak100	38	174.996	38	37.871
chr1	2432340	2432683	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak101	38	174.996	38	37.871
chr1	2433107	2433410	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak102	61	280.915	61	60.585
chr1	2434443	2434791	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak103	32	147.365	32	31.934
chr1	2441654	2443522	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak104	67	308.546	67	66.52
chr1	2443962	2445288	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak105	67	308.546	67	66.52
chr1	2451311	2451882	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak106	38	174.996	38	37.871
chr1	2453110	2453726	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak107	43	294.731	61.829	42.808
chr1	2463072	2464186	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak108	66	478.938	101.619	65.552
chr1	2464236	2464536	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak109	38	174.996	38	37.871
chr1	2466131	2468224	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak110	94	432.886	94	93.295
chr1	2498728	2499076	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak111	38	174.996	38	37.871
chr1	2499149	2499451	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak112	32	147.365	32	31.934
chr1	2499773	2500067	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak113	43	198.022	43	42.808
chr1	2500981	2501517	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak114	61	280.915	61	60.585
chr1	2502056	2502675	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak115	61	280.915	61	60.585
chr1	2502918	2503959	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak116	87	400.65	87	86.346
chr1	2504034	2504644	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak117	87	400.65	87	86.346
chr1	2540350	2540765	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak118	59	271.705	59	58.632
chr1	2540964	2541297	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak119	61	280.915	61	60.585
chr1	2611086	2611420	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak120	37	170.391	37	36.903
chr1	2625053	2625434	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak121	43	198.022	43	42.808
chr1	2625972	2626712	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak122	87	400.65	87	86.346
chr1	2627026	2629550	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak123	176	1330.894	286.176	174.76
chr1	2629702	2630282	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak124	43	198.022	43	42.808
chr1	2631687	2631972	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak125	55	253.284	55	54.657
chr1	2632592	2633002	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak126	43	198.022	43	42.808
chr1	2633145	2634297	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak127	80	368.414	80	79.405
chr1	2653001	2653363	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak128	66	303.941	66	65.552
chr1	2654202	2654479	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak129	44	202.627	44	43.798
chr1	2654590	2654907	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak130	73	336.177	73	72.486
chr1	2786030	2786706	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak131	101	465.122	101	100.244
chr1	2787715	2788076	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak132	49	225.653	49	48.731
chr1	2788307	2789263	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak133	101	465.122	101	100.244
chr1	2789386	2789939	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak134	87	612.488	130.513	86.347
chr1	2789995	2790942	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak135	108	686.17	146.463	107.194
chr1	2791033	2791825	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak136	74	534.2	113.572	73.461
chr1	2801425	2802172	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak137	55	253.284	55	54.658
chr1	2805146	2805434	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak138	38	174.996	38	37.871
chr1	2822323	2822640	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak139	55	253.284	55	54.658
chr1	2848136	2848574	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak140	55	253.284	55	54.658
chr1	2854083	2854495	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak141	38	174.996	38	37.871
chr1	2863252	2863799	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak142	32	147.365	32	31.934
chr1	3014038	3014315	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak143	32	147.365	32	31.934
chr1	3062991	3063697	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak144	87	400.65	87	86.347
chr1	3063741	3064154	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak145	67	308.546	67	66.52
chr1	3064899	3065432	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak146	43	198.022	43	42.808
chr1	3065889	3066237	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak147	43	198.022	43	42.808
chr1	3067422	3067759	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak148	32	147.365	32	31.934
chr1	3067896	3068505	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak149	44	202.627	44	43.798
chr1	3070870	3071161	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak150	49	225.653	49	48.731
chr1	3072451	3072911	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak151	49	225.653	49	48.731
chr1	3333976	3334253	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak152	27	124.34	27	26.976
chr1	3393760	3394037	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak153	23	105.919	23	22.995
chr1	3441953	3442340	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak154	38	174.996	38	37.871
chr1	3453326	3453680	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak155	80	368.414	80	79.405
chr1	3564930	3565241	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak156	38	174.996	38	37.871
chr1	3609863	3611594	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak157	137	630.908	137	136.005
chr1	3650439	3653457	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak158	283	1717.728	0	281.03
chr1	3653542	3653948	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak159	43	198.022	43	42.808
chr1	3653997	3654274	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak160	31	142.76	31	30.961
chr1	3684176	3684453	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak161	43	198.022	43	42.809
chr1	3702873	3703158	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak162	38	174.996	38	37.872
chr1	3707663	3708360	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak163	55	253.284	55	54.658
chr1	3708394	3709627	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak164	80	368.414	80	79.406
chr1	3710687	3710964	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak165	23	105.919	23	22.995
chr1	3754073	3754644	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak166	48	221.048	48	47.768
chr1	3911047	3911524	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak167	74	580.251	123.536	73.462
chr1	3955464	3955984	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak168	55	253.284	55	54.659
chr1	4033287	4033621	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak169	32	147.365	32	31.935
chr1	4033915	4034283	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak170	38	174.996	38	37.872
chr1	4102000	4102366	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak171	32	147.365	32	31.935
chr1	4584460	4584799	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak172	27	124.34	27	26.976
chr1	4585227	4585607	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak173	23	105.919	23	22.995
chr1	4652813	4654554	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak174	140	644.724	140	138.99
chr1	4655942	4656372	/data/mazurovev/H3K27me3/UBERON:0002084/ENCFF404YFJ_narrow_peaks.bed_narrowPeak175	108	497.358	108	107.195
