seqnames,start,end,width,strand,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,description,index,diffpeak,logfc
3,49723594,49723994,401,*,X348,ENSG00000173540,49716844,49723973,7130,-,0,overlapStart,0,GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932],chr34972359449723994,-0.59716469882127,-0.97981284230418
16,69339241,69339641,401,*,X354,ENSG00000213380,69320140,69339583,19444,-,0,overlapStart,0,component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623],chr166933924169339641,-0.896417624967253,-0.396483423873461
16,10580314,10580714,401,*,X357,ENSG00000213853,10528422,10580632,52211,-,0,overlapStart,0,epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334],chr161058031410580714,-0.879584893710348,-0.39601846891753
22,21642248,21642648,401,*,X364,ENSG00000128228,21642302,21644299,1998,+,0,overlapStart,0,stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676],chr222164224821642648,-0.848556320413324,-1.37854041443477
3,49786196,49786596,401,*,X367,ENSG00000176095,49724294,49786542,62249,-,0,overlapStart,0,inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360],chr34978619649786596,-0.675718686150342,-0.465661367336706
17,55421626,55422026,401,*,X370,ENSG00000108960,55392622,55421924,29303,-,0,overlapStart,0,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153],chr175542162655422026,-0.824579922285666,-0.737542506972448
17,48101099,48101499,401,*,X371,ENSG00000108468,48070052,48101478,31427,-,0,overlapStart,0,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],chr174810109948101499,-0.803252184603185,-0.890869614789475
16,29790646,29791046,401,*,X419,ENSG00000079616,29790727,29805385,14659,+,0,overlapStart,0,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391],chr162979064629791046,-1.09529349095038,-1.1594240225223
5,126777327,126777727,401,*,X426,ENSG00000251072,126751963,126776486,24524,-,840,upstream,840,LMNB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53089],chr5126777327126777727,-0.998598439230476,-1.45659643855136
9,34329612,34330012,401,*,X431,ENSG00000186638,34252380,34329268,76889,-,343,upstream,343,kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916],chr93432961234330012,-0.788108286917375,-1.58612740256581
3,127598351,127598751,401,*,X482,ENSG00000073111,127598410,127622436,24027,+,0,overlapStart,0,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944],chr3127598351127598751,-1.05089937159193,-1.5006194632055
14,89955880,89956280,401,*,X579,ENSG00000140025,89794669,89954777,160109,-,1102,upstream,1102,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],chr148995588089956280,-0.583558207920938,-0.532616795386122
15,43746274,43746674,401,*,X611,ENSG00000167004,43746394,43773279,26886,+,0,overlapStart,0,protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606],chr154374627443746674,-0.655630717716102,-0.241691595585416
2,233854272,233854672,401,*,X627,ENSG00000123485,233833416,233854566,21151,-,0,overlapStart,0,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],chr2233854272233854672,-1.03527611424104,-1.18289099577318
10,56360938,56361338,401,*,X640,ENSG00000122952,56357227,56361273,4047,-,0,overlapStart,0,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],chr105636093856361338,-1.18891316256752,-0.840211772416133
16,2009450,2009850,401,*,X689,ENSG00000167962,1997654,2009821,12168,-,0,overlapStart,0,zinc finger protein 598, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:28079],chr1620094502009850,-0.570861630593094,-1.27737311190154
9,78297105,78297505,401,*,X707,ENSG00000135069,78297125,78330093,32969,+,0,overlapStart,0,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129],chr97829710578297505,-0.848024902756919,-0.687181829311956
2,171922431,171922831,401,*,X735,ENSG00000128708,171922448,171983686,61239,+,0,overlapStart,0,histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821],chr2171922431171922831,-0.654468421191256,-0.619528282771789
16,31180089,31180489,401,*,X751,ENSG00000089280,31180138,31191605,11468,+,0,overlapStart,0,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010],chr163118008931180489,-0.493686669295752,-0.474983608330166
21,36385383,36385783,401,*,X756,ENSG00000159259,36385392,36419015,33624,+,0,overlapStart,0,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911],chr213638538336385783,-0.672007651324932,-1.3272991040046
7,6058857,6059257,401,*,X760,ENSG00000086232,6022247,6059175,36929,-,0,overlapStart,0,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921],chr760588576059257,-0.688741170564877,-0.511357167028254
22,21652161,21652561,401,*,X798,ENSG00000212102,21652981,21653058,78,+,419,upstream,419,microRNA 301b [Source:HGNC Symbol;Acc:HGNC:33667],chr222165216121652561,-0.944611981431855,-1.50582726149089
1,212035698,212036098,401,*,X821,ENSG00000143493,211940399,212035557,95159,-,140,upstream,140,integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484],chr1212035698212036098,-0.767489759351853,-0.767194135798748
12,55966779,55967179,401,*,X826,ENSG00000123374,55966781,55972789,6009,+,0,overlapStart,0,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771],chr125596677955967179,-0.84035887356869,-0.896020777071435
16,69132238,69132638,401,*,X838,ENSG00000168802,69118010,69132588,14579,-,0,overlapStart,0,chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353],chr166913223869132638,-0.549205614530493,-0.634587998955993
2,109128519,109128919,401,*,X939,ENSG00000172985,109129205,109504634,375430,+,285,upstream,285,SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699],chr2109128519109128919,-1.04478153439733,-0.896987249458417
9,132354646,132355046,401,*,X958,ENSG00000107290,132261356,132354986,93631,-,0,overlapStart,0,senataxin [Source:HGNC Symbol;Acc:HGNC:445],chr9132354646132355046,-0.531490976182623,-0.420818634152932
1,114510811,114511211,401,*,X992,ENSG00000197323,114392790,114511203,118414,-,0,overlapStart,0,tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290],chr1114510811114511211,-0.547524075409945,-0.698331088122152
7,33108968,33109368,401,*,X1014,ENSG00000122507,33109557,33877180,767624,+,188,upstream,188,Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000],chr73310896833109368,-0.573792029666137,-0.634267517556346
19,4400033,4400433,401,*,X1020,ENSG00000167670,4402640,4445018,42379,+,2206,upstream,2206,chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910],chr1944000334400433,-0.448449121785674,-1.92013679154064
5,172641203,172641603,401,*,X1098,ENSG00000214357,172641263,172691540,50278,+,0,overlapStart,0,neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422],chr5172641203172641603,-0.77344140474842,-0.820867174726668
11,19117085,19117485,401,*,X1100,ENSG00000177054,19117099,19176422,59324,+,0,overlapStart,0,zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413],chr111911708519117485,-0.749545537424407,-0.633215655984702
18,21612314,21612714,401,*,X1118,ENSG00000167088,21612314,21633524,21211,+,0,inside,0,small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158],chr182161231421612714,-0.626276352164898,-0.442614192044971
10,92573497,92573897,401,*,X1124,ENSG00000138160,92574105,92655395,81291,+,207,upstream,207,kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388],chr109257349792573897,-0.447745296036835,-1.11346958967941
15,70892132,70892532,401,*,X1182,ENSG00000129028,70881342,70892433,11092,-,0,overlapStart,0,THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193],chr157089213270892532,-0.64303614445808,-0.789473873004876
20,45934643,45935043,401,*,X1207,ENSG00000100982,45934683,45948023,13341,+,0,overlapStart,0,phosphorylated CTD interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200],chr204593464345935043,-0.402852647700485,-0.500096445046307
15,90717156,90717556,401,*,X1221,ENSG00000197299,90717346,90816166,98821,+,0,overlapStart,0,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],chr159071715690717556,-1.01318053392461,-1.88820047337052
20,25390042,25390442,401,*,X1235,ENSG00000101003,25391008,25452700,61693,+,565,upstream,565,GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980],chr202539004225390442,-0.419841617503099,-1.39648557730191
20,62182958,62183358,401,*,X1259,ENSG00000101181,62183028,62203568,20541,+,0,overlapStart,0,mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239],chr206218295862183358,-0.412141584858751,-0.403933102589547
3,179322953,179323353,401,*,X1272,ENSG00000121864,179323031,179338583,15553,+,0,overlapStart,0,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950],chr3179322953179323353,-0.411453189889652,-0.6525320755094
9,128829466,128829866,401,*,X1314,ENSG00000198917,128819651,128829794,10144,-,0,overlapStart,0,SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933],chr9128829466128829866,-0.757526686669446,-0.451970525885715
18,12991325,12991725,401,*,X1347,ENSG00000101639,12991362,13125052,133691,+,0,overlapStart,0,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515],chr181299132512991725,-0.767729096807562,-0.474295153565299
10,93496551,93496951,401,*,X1354,ENSG00000138180,93496612,93529092,32481,+,0,overlapStart,0,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161],chr109349655193496951,-0.775872312290701,-1.12202911815014
9,124861494,124861894,401,*,X1376,ENSG00000136950,124862130,124877733,15604,+,235,upstream,235,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366],chr9124861494124861894,-0.586156002989138,-1.0097678296962
8,38030182,38030582,401,*,X1391,ENSG00000187840,38030534,38060365,29832,+,0,overlapStart,0,eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288],chr83803018238030582,-0.644145606476423,-0.819669504652586
8,41309099,41309499,401,*,X1402,ENSG00000104332,41261962,41309473,47512,-,0,overlapStart,0,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776],chr84130909941309499,-0.895197837805298,-0.879868349408978
7,65981971,65982371,401,*,X1411,ENSG00000169919,65960684,65982215,21532,-,0,overlapStart,0,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696],chr76598197165982371,-0.793587678662229,-0.732089163805262
3,10026185,10026585,401,*,X1435,ENSG00000144554,10026370,10101932,75563,+,0,overlapStart,0,FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585],chr31002618510026585,-0.644584995759616,-1.06498426251755
19,12734284,12734684,401,*,X1453,ENSG00000123144,12730640,12734684,4045,-,0,inside,0,telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424],chr191273428412734684,-0.459093771427336,-0.693601226516827
11,2992000,2992400,401,*,X1467,ENSG00000205531,2944431,2992377,47947,-,0,overlapStart,0,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640],chr1129920002992400,-0.477486678456011,-0.949122750997104
13,37059339,37059739,401,*,X1471,ENSG00000102710,37009312,37059713,50402,-,0,overlapStart,0,SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596],chr133705933937059739,-0.485347131033754,-0.345997813892561
18,11980542,11980942,401,*,X1525,ENSG00000141401,11981025,12030877,49853,+,82,upstream,82,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051],chr181198054211980942,-0.616136771723664,-0.687562740257264
8,27633789,27634189,401,*,X1554,ENSG00000168077,27633868,27676776,42909,+,0,overlapStart,0,scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000],chr82763378927634189,-0.615781576290055,-0.936574798494103
16,88706009,88706409,401,*,X1559,ENSG00000174177,88706483,88715396,8914,+,73,upstream,73,cytosolic thiouridylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:28005],chr168870600988706409,-0.466502034522709,-0.460759434599317
10,121974867,121975267,401,*,X1608,ENSG00000107672,121957091,121975217,18127,-,0,overlapStart,0,NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935],chr10121974867121975267,-0.490969688908375,-0.761142975278582
8,123041929,123042329,401,*,X1618,ENSG00000156787,123041968,123152153,110186,+,0,overlapStart,0,TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888],chr8123041929123042329,-0.567738706740921,-0.58134803635563
19,31350190,31350590,401,*,X1619,ENSG00000121297,31149979,31349436,199458,-,753,upstream,753,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700],chr193135019031350590,-0.452151624768867,-0.46562982524685
4,25377229,25377629,401,*,X1795,ENSG00000053900,25377263,25418498,41236,+,0,overlapStart,0,anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990],chr42537722925377629,-0.602785653840121,-0.375574113452465
14,103385335,103385735,401,*,X1846,ENSG00000075413,103385377,103503831,118455,+,0,overlapStart,0,microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897],chr14103385335103385735,-0.403800276722664,-0.486027659164242
4,121801290,121801690,401,*,X1862,ENSG00000123737,121801318,121817021,15704,+,0,overlapStart,0,exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137],chr4121801290121801690,-0.77029545972164,-0.494052960338402
15,80404283,80404683,401,*,X1911,ENSG00000172379,80404350,80597933,193584,+,0,overlapStart,0,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876],chr158040428380404683,-0.624211308581111,-0.560464716125112
17,44947456,44947856,401,*,X1913,ENSG00000186185,44924709,44947773,23065,-,0,overlapStart,0,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],chr174494745644947856,-0.783814391557129,-1.44073977702441
12,48957144,48957544,401,*,X1987,ENSG00000272822,48903503,48957365,53863,-,0,overlapStart,0,novel protein,chr124895714448957544,-0.546726139878882,-0.656866833522551
12,48957144,48957544,401,*,X1987,ENSG00000134287,48935723,48957487,21765,-,0,overlapStart,0,ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654],chr124895714448957544,-0.546726139878882,-0.657275267493803
22,38570385,38570785,401,*,X2020,ENSG00000100206,38518948,38570204,51257,-,180,upstream,180,DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927],chr223857038538570785,-0.648609783876668,-0.663750004536102
5,160119056,160119456,401,*,X2023,ENSG00000170234,160061801,160119450,57650,-,0,overlapStart,0,PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406],chr5160119056160119456,-0.475617851643085,-0.667630255405142
16,18801150,18801550,401,*,X2046,ENSG00000260342,18788063,18801519,13457,-,0,overlapStart,0,novel protein,chr161880115018801550,-0.478877879678924,-0.349329303222422
22,42519492,42519892,401,*,X2098,ENSG00000189306,42508344,42519796,11453,-,0,overlapStart,0,ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286],chr224251949242519892,-0.658666088503716,-0.53143848198328
1,3900679,3901079,401,*,X2164,ENSG00000198912,3889125,3900293,11169,-,385,upstream,385,chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915],chr139006793901079,-0.832786563689809,-0.972455243755003
3,179652821,179653221,401,*,X2245,ENSG00000058056,179653032,179804366,151335,+,0,overlapStart,0,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611],chr3179652821179653221,-0.377052061246284,-0.682781607057652
19,20923164,20923564,401,*,X2246,ENSG00000105750,20923222,20950697,27476,+,0,overlapStart,0,zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160],chr192092316420923564,-0.52174065831688,-1.15756126999154
19,2461893,2462293,401,*,X2271,ENSG00000267201,2458935,2462185,3251,-,0,overlapStart,0,long intergenic non-protein coding RNA 1775 [Source:HGNC Symbol;Acc:HGNC:52565],chr1924618932462293,-0.598672349395899,-0.55153776176196
22,17084932,17085332,401,*,X2274,ENSG00000177663,17084954,17115693,30740,+,0,overlapStart,0,interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985],chr221708493217085332,-0.520152790077893,-0.577735559478673
19,14091120,14091520,401,*,X2301,ENSG00000141858,14087851,14091036,3186,-,83,upstream,83,sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958],chr191409112014091520,-0.558862772317831,-0.625055374262333
12,6851849,6852249,401,*,X2310,ENSG00000111665,6844793,6851292,6500,-,556,upstream,556,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624],chr1268518496852249,-0.783689522588308,-0.530045292535592
5,53480613,53481013,401,*,X2359,ENSG00000134363,53480626,53487134,6509,+,0,overlapStart,0,follistatin [Source:HGNC Symbol;Acc:HGNC:3971],chr55348061353481013,-0.442138403489563,-0.424373801178028
1,26529683,26530083,401,*,X2392,ENSG00000117676,26529761,26575030,45270,+,0,overlapStart,0,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430],chr12652968326530083,-0.626090555383803,-1.23125554580975
20,38033546,38033946,401,*,X2424,ENSG00000101407,37983007,38033461,50455,-,84,upstream,84,TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029],chr203803354638033946,-0.483217750567628,-0.483268945466705
19,47419143,47419543,401,*,X2436,ENSG00000105419,47403124,47419527,16404,-,0,overlapStart,0,Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537],chr194741914347419543,-0.569607173897499,-0.570178595824745
1,204198554,204198954,401,*,X2447,ENSG00000170498,204190341,204196491,6151,-,2062,upstream,2062,KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341],chr1204198554204198954,-1.435766219168,-0.431374916850396
12,132710782,132711182,401,*,X2505,ENSG00000247077,132710819,132722734,11916,+,0,overlapStart,0,PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Source:HGNC Symbol;Acc:HGNC:28763],chr12132710782132711182,-0.590887230794998,-0.898369039337094
12,111841945,111842345,401,*,X2509,ENSG00000089022,111842228,111902222,59995,+,0,overlapStart,0,MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889],chr12111841945111842345,-0.305670043442156,-0.668357091493019
14,55027009,55027409,401,*,X2523,ENSG00000198554,54938949,55027105,88157,-,0,overlapStart,0,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170],chr145502700955027409,-0.579044407305586,-1.09799757335945
19,39125704,39126104,401,*,X2575,ENSG00000130669,39125770,39182816,57047,+,0,overlapStart,0,p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059],chr193912570439126104,-0.69676741577407,-0.858157278985501
5,612116,612516,401,*,X2619,ENSG00000112877,612340,667168,54829,+,0,overlapStart,0,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547],chr5612116612516,-0.698800625001795,-1.68596003730989
4,177309837,177310237,401,*,X2706,ENSG00000109674,177309874,177362936,53063,+,0,overlapStart,0,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573],chr4177309837177310237,-0.773875663288681,-1.60316287890749
15,43370807,43371207,401,*,X2724,ENSG00000140265,43358172,43371043,12872,-,0,overlapStart,0,zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673],chr154337080743371207,-0.518382992513319,-0.500426696025452
14,75578563,75578963,401,*,X2727,ENSG00000119686,75578620,75663214,84595,+,0,overlapStart,0,FLVCR heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105],chr147557856375578963,-1.01811939471917,-2.22338987918268
7,152675927,152676327,401,*,X2787,ENSG00000196584,152644776,152676141,31366,-,0,overlapStart,0,X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829],chr7152675927152676327,-0.713428017424463,-1.53497403039273
4,183099215,183099615,401,*,X2856,ENSG00000151718,183099257,183320777,221521,+,0,overlapStart,0,WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148],chr4183099215183099615,-0.346985960080993,-0.463197941073926
4,122152238,122152638,401,*,X2905,ENSG00000138688,122152331,122364167,211837,+,0,overlapStart,0,KIAA1109 [Source:HGNC Symbol;Acc:HGNC:26953],chr4122152238122152638,-0.508759236321823,-0.461647526199025
11,207015,207415,401,*,X2912,ENSG00000177963,207708,215113,7406,+,292,upstream,292,RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550],chr11207015207415,-0.559929326311926,-0.258977563114413
X,102516364,102516764,401,*,X2949,ENSG00000158164,102513682,102516739,3058,-,0,overlapStart,0,thymosin beta 15A [Source:HGNC Symbol;Acc:HGNC:30744],chrX102516364102516764,-1.08719629630189,-0.79740222764241
2,65434047,65434447,401,*,X2964,ENSG00000198369,65310851,65432637,121787,-,1409,upstream,1409,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722],chr26543404765434447,-1.76732221815496,-0.407507191118761
17,34255093,34255493,401,*,X3042,ENSG00000108691,34255274,34257208,1935,+,0,overlapStart,0,C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618],chr173425509334255493,-1.05725459591427,-1.04346654949941
3,51384717,51385117,401,*,X3062,ENSG00000145050,51385291,51389397,4107,+,173,upstream,173,mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461],chr35138471751385117,-0.557024047320175,-1.13969009067074
