seqnames,start,end,width,strand,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,description,index,diffpeak,logfc
1,225652842,225653242,401,*,X5193,ENSG00000154380,225486765,225653142,166378,-,0,overlapStart,0,ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271],chr1225652842225653242,-1.36920724485276,-0.553168974819555
6,73262921,73263321,401,*,X5483,ENSG00000229852,73263212,73301789,38578,+,0,overlapStart,0,KHDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55468],chr67326292173263321,-1.77483503536368,-1.98675958915827
1,184387010,184387410,401,*,X6471,ENSG00000116667,184387029,184629019,241991,+,0,overlapStart,0,chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494],chr1184387010184387410,-1.6855312134921,-0.559300541298613
14,89618907,89619307,401,*,X6868,ENSG00000053254,89124871,89619149,494279,-,0,overlapStart,0,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928],chr148961890789619307,-1.56411184553918,-0.686039216433175
12,131949931,131950331,401,*,X6985,ENSG00000183495,131949942,132080460,130519,+,0,overlapStart,0,E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958],chr12131949931131950331,-1.33262903359303,-0.811544296603899
20,43914841,43915241,401,*,X7128,ENSG00000124191,43914852,44069616,154765,+,0,overlapStart,0,TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095],chr204391484143915241,-1.65759718727807,-0.506203443725749
15,43824250,43824650,401,*,X8150,ENSG00000092470,43826980,43868412,41433,+,2329,upstream,2329,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773],chr154382425043824650,-1.8673674152956,-0.359177563035369
17,66302557,66302957,401,*,X8355,ENSG00000154229,66302613,66810743,508131,+,0,overlapStart,0,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393],chr176630255766302957,-1.72133732959351,-0.849150440899875
4,151015439,151015839,401,*,X8680,ENSG00000198589,150264435,151015727,751293,-,0,overlapStart,0,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742],chr4151015439151015839,-1.39433454600717,-0.753194857159833
8,103020920,103021320,401,*,X8843,ENSG00000155097,103021063,103073051,51989,+,0,overlapStart,0,ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856],chr8103020920103021320,-1.88693912033771,-0.512760833364467
9,92325590,92325990,401,*,X9343,ENSG00000188312,92325953,92620529,294577,+,0,overlapStart,0,centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933],chr99232559092325990,-1.16537355948778,-1.37384130557319
12,124988770,124989170,401,*,X9787,ENSG00000150990,124946825,124989131,42307,-,0,overlapStart,0,DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210],chr12124988770124989170,-1.59097339862257,-0.511962119979951
9,96383371,96383771,401,*,X9906,ENSG00000130958,96313444,96383711,70268,-,0,overlapStart,0,solute carrier family 35 member D2 [Source:HGNC Symbol;Acc:HGNC:20799],chr99638337196383771,-1.31615425993964,-0.740953898771485
4,80266397,80266797,401,*,X9976,ENSG00000138675,80266639,80336680,70042,+,0,overlapStart,0,fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683],chr48026639780266797,-1.297212831098,-0.870864697793055
17,82751753,82752153,401,*,X10071,ENSG00000141556,82752042,82945914,193873,+,0,overlapStart,0,tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581],chr178275175382752153,-1.53017990398836,-1.49452411036692
3,128153467,128153867,401,*,X10170,ENSG00000132394,128153481,128408646,255166,+,0,overlapStart,0,eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614],chr3128153467128153867,-1.07984265979181,-1.08204838535492
3,99637767,99638167,401,*,X11034,ENSG00000144810,99638475,99799226,160752,+,307,upstream,307,collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215],chr39963776799638167,-1.44269934837489,-0.651027733347318
7,155297530,155297930,401,*,X11789,ENSG00000186480,155297776,155310235,12460,+,0,overlapStart,0,insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083],chr7155297530155297930,-1.43245280472349,-0.729933720151315
18,63320371,63320771,401,*,X12072,ENSG00000171791,63123346,63320128,196783,-,242,upstream,242,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],chr186332037163320771,-1.04830200977024,-1.46233801666315
10,22714253,22714653,401,*,X13127,ENSG00000150867,22534854,22714578,179725,-,0,overlapStart,0,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997],chr102271425322714653,-1.06701691535529,-0.477068803740141
9,81689207,81689607,401,*,X13981,ENSG00000196781,81583683,81689547,105865,-,0,overlapStart,0,TLE family member 1, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11837],chr98168920781689607,-1.09903422720814,-0.675040966057784
2,216412366,216412766,401,*,X14050,ENSG00000138375,216412414,216483053,70640,+,0,overlapStart,0,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102],chr2216412366216412766,-1.28965724232874,-0.809562691655266
11,108222996,108223396,401,*,X15079,ENSG00000149311,108223044,108369102,146059,+,0,overlapStart,0,ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795],chr11108222996108223396,-0.984209518975926,-0.570867287854229
19,32972152,32972552,401,*,X16970,ENSG00000121289,32875925,32971991,96067,-,160,upstream,160,centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907],chr193297215232972552,-1.37201904082304,-0.370485002055043
13,40770839,40771239,401,*,X17363,ENSG00000102738,40729128,40771190,42063,-,0,overlapStart,0,mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632],chr134077083940771239,-1.11961608429591,-1.37468094965629
